_id,CODIGO,CAMINO,ETAPA,COORD_X,COORD_Y,TIPO_SENAL
308,308,Aragonés,A2 (Sangüesa/Zangoza-Monreal),628571,4724290,Mojón
309,309,Aragonés,A2 (Sangüesa/Zangoza-Monreal),628459,4724334,Mojón
310,310,Aragonés,A2 (Sangüesa/Zangoza-Monreal),627976,4724510,Mojón
311,311,Aragonés,A2 (Sangüesa/Zangoza-Monreal),626490,4725045,Flecha Direccional
312,312,Aragonés,A2 (Sangüesa/Zangoza-Monreal),626348,4725056,Mojón
313,313,Aragonés,A2 (Sangüesa/Zangoza-Monreal),625484,4725993,Mojón
314,314,Aragonés,A2 (Sangüesa/Zangoza-Monreal),625113,4726264,Mojón
315,315,Aragonés,A2 (Sangüesa/Zangoza-Monreal),624596,4726796,Mojón
316,316,Aragonés,A2 (Sangüesa/Zangoza-Monreal),624116,4727568,Mojón
317,317,Aragonés,A3 (Monreal-Puente la Reina/Gares),622134,4729523,Mojón
318,318,Aragonés,A3 (Monreal-Puente la Reina/Gares),622154,4729521,Mojón
319,319,Aragonés,A3 (Monreal-Puente la Reina/Gares),621332,4729884,Mojón
320,320,Aragonés,A3 (Monreal-Puente la Reina/Gares),620770,4730334,Mojón
321,321,Aragonés,A3 (Monreal-Puente la Reina/Gares),620582,4730098,Mojón
322,322,Aragonés,A3 (Monreal-Puente la Reina/Gares),619637,4729934,Mojón
323,323,Aragonés,A3 (Monreal-Puente la Reina/Gares),619235,4729931,Mojón
324,324,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),596206,4724683,Mojón
325,325,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),595377,4724369,Mojón
326,326,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),595169,4724309,Mojón
327,327,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),587066,4725798,Mojón
328,328,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),587048,4725762,Mojón
329,329,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),586901,4725546,Mojón
330,330,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),586736,4725430,Mojón
331,331,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),586108,4724888,Mojón
332,332,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),586101,4724867,Flecha Direccional
333,333,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),585756,4724704,Mojón
334,334,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),585517,4724624,Mojón
335,335,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),585256,4724503,Mojón
336,336,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),585274,4724449,Mojón
337,337,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),585159,4724362,Mojón
338,338,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),584464,4724222,Mojón
339,339,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),584057,4724184,Mojón
340,340,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),581216,4724690,Mojón
341,341,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),581025,4724773,Mojón
342,342,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),580754,4724734,Mojón
343,343,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),580306,4724777,Pinturas
344,344,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),581378,4723731,Mojón
345,345,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),581354,4723774,Otros
346,346,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),581337,4723793,Mojón
347,347,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),581314,4723820,Mojón
348,348,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),581254,4723836,Mojón
349,349,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),581108,4723954,Mojón
350,350,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),580326,4724136,Mojón
351,351,Francés,F6 (Estella/Lizarra-Los Arcos),578140,4722197,Flecha Direccional
352,352,Francés,F6 (Estella/Lizarra-Los Arcos),578618,4722889,Mojón
353,353,Francés,F6 (Estella/Lizarra-Los Arcos),578419,4722599,Mojón
354,354,Francés,F6 (Estella/Lizarra-Los Arcos),571181,4716975,Mojón
355,355,Francés,F6 (Estella/Lizarra-Los Arcos),570187,4716569,Mojón
356,356,Francés,F6 (Estella/Lizarra-Los Arcos),569726,4716560,Flecha Direccional
357,357,Francés,F6 (Estella/Lizarra-Los Arcos),569307,4716532,Mojón
358,358,Francés,F6 (Estella/Lizarra-Los Arcos),569290,4716178,Mojón
359,359,Francés,F6 (Estella/Lizarra-Los Arcos),578270,4722977,Mojón
360,360,Francés,F6 (Estella/Lizarra-Los Arcos),578113,4722887,Mojón
361,361,Francés,F6 (Estella/Lizarra-Los Arcos),578081,4722873,Mojón
362,362,Francés,F6 (Estella/Lizarra-Los Arcos),577136,4722087,Mojón
363,363,Francés,F6 (Estella/Lizarra-Los Arcos),577076,4722059,Mojón
364,364,Francés,F6 (Estella/Lizarra-Los Arcos),576958,4722012,Otros
365,365,Francés,F6 (Estella/Lizarra-Los Arcos),576753,4721874,Mojón
366,366,Francés,F6 (Estella/Lizarra-Los Arcos),576421,4721679,Mojón
367,367,Francés,F6 (Estella/Lizarra-Los Arcos),576206,4721617,Mojón
368,368,Francés,F6 (Estella/Lizarra-Los Arcos),576168,4721590,Señal Cruce Carretera
369,369,Francés,F6 (Estella/Lizarra-Los Arcos),576085,4721551,Mojón
370,370,Francés,F6 (Estella/Lizarra-Los Arcos),576108,4721521,Otros
371,371,Francés,F6 (Estella/Lizarra-Los Arcos),576118,4721439,Mojón
372,372,Francés,F6 (Estella/Lizarra-Los Arcos),575653,4721234,Mojón
373,373,Francés,F6 (Estella/Lizarra-Los Arcos),575575,4721222,Mojón
374,374,Francés,F6 (Estella/Lizarra-Los Arcos),575432,4721232,Mojón
375,375,Francés,F6 (Estella/Lizarra-Los Arcos),575216,4721309,Mojón
376,376,Francés,F6 (Estella/Lizarra-Los Arcos),574766,4720836,Flecha Direccional
377,377,Francés,F6 (Estella/Lizarra-Los Arcos),574465,4720636,Mojón
378,378,Francés,F6 (Estella/Lizarra-Los Arcos),574260,4720536,Mojón
379,379,Francés,F6 (Estella/Lizarra-Los Arcos),574093,4720564,Mojón
380,380,Francés,F6 (Estella/Lizarra-Los Arcos),573582,4720070,Mojón
381,381,Francés,F6 (Estella/Lizarra-Los Arcos),573686,4719715,Mojón
382,382,Francés,F6 (Estella/Lizarra-Los Arcos),573556,4719168,Mojón
383,383,Francés,F6 (Estella/Lizarra-Los Arcos),572811,4718593,Mojón
384,384,Francés,F6 (Estella/Lizarra-Los Arcos),572790,4718259,Mojón
385,385,Zaraputz,F6 (Estella/Lizarra-Los Arcos),581997,4722695,Mojón
386,386,Zaraputz,F6 (Estella/Lizarra-Los Arcos),581859,4722569,Otros
387,387,Zaraputz,F6 (Estella/Lizarra-Los Arcos),581737,4722485,Mojón
388,388,Zaraputz,F6 (Estella/Lizarra-Los Arcos),581590,4722385,Otros
389,389,Zaraputz,F6 (Estella/Lizarra-Los Arcos),581566,4722331,Mojón
390,390,Zaraputz,F6 (Estella/Lizarra-Los Arcos),581411,4722194,Mojón
391,391,Zaraputz,F6 (Estella/Lizarra-Los Arcos),581499,4722031,Mojón
392,392,Zaraputz,F6 (Estella/Lizarra-Los Arcos),581487,4721985,Mojón
393,393,Zaraputz,F6 (Estella/Lizarra-Los Arcos),581451,4722009,Mojón
394,394,Zaraputz,F6 (Estella/Lizarra-Los Arcos),581104,4722091,Mojón
395,395,Zaraputz,F6 (Estella/Lizarra-Los Arcos),581029,4722058,Mojón
396,396,Zaraputz,F6 (Estella/Lizarra-Los Arcos),580550,4721911,Mojón
397,397,Zaraputz,F6 (Estella/Lizarra-Los Arcos),580465,4721788,Mojón
398,398,Zaraputz,F6 (Estella/Lizarra-Los Arcos),580377,4721696,Mojón
399,399,Zaraputz,F6 (Estella/Lizarra-Los Arcos),580302,4721655,Mojón
400,400,Zaraputz,F6 (Estella/Lizarra-Los Arcos),580039,4721663,Mojón
401,401,Zaraputz,F6 (Estella/Lizarra-Los Arcos),579843,4721619,Mojón
402,402,Zaraputz,F6 (Estella/Lizarra-Los Arcos),579814,4721723,Mojón
403,403,Zaraputz,F6 (Estella/Lizarra-Los Arcos),579725,4721751,Mojón
404,404,Zaraputz,F6 (Estella/Lizarra-Los Arcos),579296,4722003,Mojón
405,405,Zaraputz,F6 (Estella/Lizarra-Los Arcos),579264,4721946,Mojón
406,406,Zaraputz,F6 (Estella/Lizarra-Los Arcos),579149,4722008,Mojón
407,407,Zaraputz,F6 (Estella/Lizarra-Los Arcos),579137,4722003,Mojón
408,408,Zaraputz,F6 (Estella/Lizarra-Los Arcos),578966,4722004,Flecha Direccional
409,409,Zaraputz,F6 (Estella/Lizarra-Los Arcos),578931,4721997,Mojón
410,410,Zaraputz,F6 (Estella/Lizarra-Los Arcos),578907,4721999,Mojón
411,411,Zaraputz,F6 (Estella/Lizarra-Los Arcos),578777,4722002,Mojón
412,412,Zaraputz,F6 (Estella/Lizarra-Los Arcos),578631,4721995,Mojón
413,413,Zaraputz,F6 (Estella/Lizarra-Los Arcos),578634,4721994,Mojón
414,414,Zaraputz,F6 (Estella/Lizarra-Los Arcos),578247,4721892,Flecha Direccional
415,415,Zaraputz,F6 (Estella/Lizarra-Los Arcos),578245,4721903,Mojón
416,416,Zaraputz,F6 (Estella/Lizarra-Los Arcos),578130,4722085,Mojón
417,417,Zaraputz,F6 (Estella/Lizarra-Los Arcos),578169,4721840,Mojón
418,418,Zaraputz,F6 (Estella/Lizarra-Los Arcos),578083,4721790,Mojón
419,419,Zaraputz,F6 (Estella/Lizarra-Los Arcos),577774,4721579,Mojón
420,420,Zaraputz,F6 (Estella/Lizarra-Los Arcos),577745,4721542,Mojón
421,421,Zaraputz,F6 (Estella/Lizarra-Los Arcos),577593,4721470,Mojón
422,422,Zaraputz,F6 (Estella/Lizarra-Los Arcos),577484,4721344,Mojón
423,423,Zaraputz,F6 (Estella/Lizarra-Los Arcos),577246,4721188,Mojón
424,424,Zaraputz,F6 (Estella/Lizarra-Los Arcos),577085,4721145,Mojón
425,425,Zaraputz,F6 (Estella/Lizarra-Los Arcos),577022,4721119,Mojón
426,426,Zaraputz,F6 (Estella/Lizarra-Los Arcos),576938,4721081,Mojón
427,427,Zaraputz,F6 (Estella/Lizarra-Los Arcos),576738,4720970,Mojón
428,428,Zaraputz,F6 (Estella/Lizarra-Los Arcos),576689,4720929,Mojón
429,429,Zaraputz,F6 (Estella/Lizarra-Los Arcos),576631,4720902,Mojón
430,430,Zaraputz,F6 (Estella/Lizarra-Los Arcos),576553,4720839,Mojón
431,431,Zaraputz,F6 (Estella/Lizarra-Los Arcos),576474,4720806,Mojón
432,432,Zaraputz,F6 (Estella/Lizarra-Los Arcos),576189,4720705,Mojón
433,433,Zaraputz,F6 (Estella/Lizarra-Los Arcos),576074,4720650,Mojón
434,434,Zaraputz,F6 (Estella/Lizarra-Los Arcos),575979,4720630,Mojón
435,435,Zaraputz,F6 (Estella/Lizarra-Los Arcos),575590,4720332,Mojón
436,436,Zaraputz,F6 (Estella/Lizarra-Los Arcos),575464,4720113,Mojón
437,437,Zaraputz,F6 (Estella/Lizarra-Los Arcos),575402,4719992,Mojón
438,438,Zaraputz,F6 (Estella/Lizarra-Los Arcos),575256,4719550,Mojón
439,439,Zaraputz,F6 (Estella/Lizarra-Los Arcos),575219,4719418,Mojón
440,440,Zaraputz,F6 (Estella/Lizarra-Los Arcos),575155,4719361,Mojón
441,441,Zaraputz,F6 (Estella/Lizarra-Los Arcos),575031,4719288,Mojón
442,442,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),593854,4724779,Mojón
443,443,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),595046,4724185,Flecha Direccional
444,444,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),594977,4724140,Mojón
445,445,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),594721,4724085,Mojón
446,446,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),592690,4724943,Mojón
447,447,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),592547,4725007,Mojón
448,448,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),592225,4725102,Mojón
449,449,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),591818,4725196,Mojón
450,450,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),590579,4725826,Otros
451,451,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),590507,4725777,Mojón
452,452,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),590483,4725875,Flecha Direccional
453,453,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),590294,4725832,Mojón
454,454,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),590160,4725846,Mojón
455,455,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),589872,4725897,Mojón
456,456,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),589622,4725994,Mojón
457,457,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),589441,4725983,Mojón
458,458,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),589038,4726027,Mojón
459,459,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),588646,4725954,Mojón
460,460,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),588446,4725969,Mojón
461,461,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),588063,4726087,Mojón
462,462,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),587883,4726026,Otros
463,463,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),587845,4725961,Mojón
464,464,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),587809,4725956,Señal Cruce Carretera
465,465,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),587578,4726047,Señal Cruce Carretera
466,466,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),587269,4726192,Mojón
467,467,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),587064,4726817,Mojón
468,468,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),582221,4723784,Flecha Direccional
469,469,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),582181,4723800,Señal Cruce Carretera
470,470,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),581785,4723908,Mojón
471,471,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),581691,4723890,Mojón
472,472,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),581453,4723886,Mojón
473,473,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),582150,4723959,Mojón
474,474,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),582152,4723994,Mojón
475,475,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),581928,4724359,Mojón
476,476,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),581711,4724351,Mojón
477,477,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),581702,4724376,Mojón
478,478,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),581450,4724655,Mojón
479,479,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),593616,4724882,Mojón
480,480,Francés,F6 (Estella/Lizarra-Los Arcos),572462,4717492,Flecha Direccional
481,481,Francés,F6 (Estella/Lizarra-Los Arcos),571389,4716997,Mojón
482,482,Francés,F6 (Estella/Lizarra-Los Arcos),568186,4716252,Mojón
483,483,Francés,F6 (Estella/Lizarra-Los Arcos),567642,4716132,Mojón
484,484,Francés,F6 (Estella/Lizarra-Los Arcos),567576,4716042,Mojón
485,485,Francés,F6 (Estella/Lizarra-Los Arcos),567270,4715572,Mojón
486,486,Francés,F6 (Estella/Lizarra-Los Arcos),567175,4715233,Mojón
487,487,Zaraputz,F6 (Estella/Lizarra-Los Arcos),582469,4723448,Mojón
488,488,Zaraputz,F6 (Estella/Lizarra-Los Arcos),582306,4723254,Mojón
489,489,Zaraputz,F6 (Estella/Lizarra-Los Arcos),582246,4723047,Mojón
490,490,Zaraputz,F6 (Estella/Lizarra-Los Arcos),575011,4718899,Mojón
491,491,Zaraputz,F6 (Estella/Lizarra-Los Arcos),574821,4718704,Mojón
492,492,Zaraputz,F6 (Estella/Lizarra-Los Arcos),574147,4718370,Señal Cruce Carretera
493,493,Zaraputz,F6 (Estella/Lizarra-Los Arcos),573795,4718170,Señal Cruce Carretera
494,494,Zaraputz,F6 (Estella/Lizarra-Los Arcos),573487,4717992,Mojón
495,495,Zaraputz,F6 (Estella/Lizarra-Los Arcos),573465,4717983,Flecha Direccional
496,496,Zaraputz,F6 (Estella/Lizarra-Los Arcos),573213,4717870,Señal Cruce Carretera
497,497,Zaraputz,F6 (Estella/Lizarra-Los Arcos),573097,4717780,Mojón
498,498,Zaraputz,F6 (Estella/Lizarra-Los Arcos),573074,4717782,Señal Cruce Carretera
499,499,Zaraputz,F6 (Estella/Lizarra-Los Arcos),572911,4717772,Mojón
500,500,Zaraputz,F6 (Estella/Lizarra-Los Arcos),572746,4717606,Mojón
501,501,Zaraputz,F6 (Estella/Lizarra-Los Arcos),572590,4717386,Otros
502,502,Francés,F7 (Los Arcos-Logroño),565537,4713211,Mojón
503,503,Francés,F7 (Los Arcos-Logroño),565272,4713172,Mojón
504,504,Francés,F7 (Los Arcos-Logroño),562842,4712769,Mojón
505,505,Francés,F7 (Los Arcos-Logroño),562731,4712838,Mojón
506,506,Francés,F7 (Los Arcos-Logroño),561694,4712922,Mojón
507,507,Francés,F7 (Los Arcos-Logroño),561062,4712755,Mojón
508,508,Francés,F7 (Los Arcos-Logroño),560323,4711528,Flecha Direccional
509,509,Francés,F7 (Los Arcos-Logroño),560314,4711565,Mojón
510,510,Francés,F7 (Los Arcos-Logroño),560315,4711506,Señal Cruce Carretera
511,511,Francés,F7 (Los Arcos-Logroño),560136,4711359,Mojón
512,512,Francés,F7 (Los Arcos-Logroño),558913,4711134,Mojón
513,513,Francés,F7 (Los Arcos-Logroño),558613,4710771,Mojón
514,514,Francés,F7 (Los Arcos-Logroño),558164,4710587,Señal Cruce Carretera
515,515,Francés,F7 (Los Arcos-Logroño),558552,4710717,Mojón
516,516,Francés,F7 (Los Arcos-Logroño),558223,4710622,Mojón
517,517,Francés,F7 (Los Arcos-Logroño),558142,4710588,Mojón
518,518,Francés,F7 (Los Arcos-Logroño),558109,4710588,Señal Cruce Carretera
519,519,Francés,F7 (Los Arcos-Logroño),557850,4710416,Mojón
520,520,Francés,F7 (Los Arcos-Logroño),557792,4710389,Mojón
521,521,Francés,F7 (Los Arcos-Logroño),557715,4710412,Señal Cruce Carretera
522,522,Francés,F7 (Los Arcos-Logroño),557571,4710345,Flecha Direccional
523,523,Francés,F7 (Los Arcos-Logroño),557524,4710372,Señal Cruce Carretera
524,524,Francés,F7 (Los Arcos-Logroño),557508,4710394,Mojón
525,525,Francés,F7 (Los Arcos-Logroño),557118,4710298,Señal Cruce Carretera
526,526,Francés,F7 (Los Arcos-Logroño),557076,4710214,Mojón
527,527,Francés,F7 (Los Arcos-Logroño),557062,4710214,Mojón
528,528,Francés,F7 (Los Arcos-Logroño),557031,4710214,Señal Cruce Carretera
529,529,Francés,F7 (Los Arcos-Logroño),556848,4710278,Mojón
530,530,Francés,F7 (Los Arcos-Logroño),556564,4710123,Mojón
531,531,Francés,F7 (Los Arcos-Logroño),556540,4710074,Mojón
532,532,Francés,F7 (Los Arcos-Logroño),556452,4710138,Mojón
533,533,Francés,F7 (Los Arcos-Logroño),556141,4709757,Mojón
534,534,Francés,F7 (Los Arcos-Logroño),556044,4709648,Mojón
535,535,Francés,F7 (Los Arcos-Logroño),555969,4709505,Mojón
536,536,Francés,F7 (Los Arcos-Logroño),555765,4709277,Mojón
537,537,Francés,F7 (Los Arcos-Logroño),555696,4708957,Mojón
538,538,Francés,F7 (Los Arcos-Logroño),555588,4708793,Mojón
539,539,Francés,F7 (Los Arcos-Logroño),555434,4708635,Mojón
540,540,Francés,F7 (Los Arcos-Logroño),555464,4708641,Flecha Direccional
541,541,Francés,F7 (Los Arcos-Logroño),555375,4708620,Señal Cruce Carretera
542,542,Francés,F7 (Los Arcos-Logroño),555312,4708621,Mojón
543,543,Francés,F7 (Los Arcos-Logroño),555300,4708617,Señal Cruce Carretera
544,544,Francés,F7 (Los Arcos-Logroño),555067,4708498,Señal Cruce Carretera
545,545,Francés,F7 (Los Arcos-Logroño),554781,4708389,Mojón
546,546,Francés,F7 (Los Arcos-Logroño),554740,4708368,Señal Cruce Carretera
547,547,Francés,F7 (Los Arcos-Logroño),554562,4708253,Mojón
548,548,Francés,F7 (Los Arcos-Logroño),554406,4708163,Señal Cruce Carretera
549,549,Francés,F7 (Los Arcos-Logroño),553506,4707741,Mojón
550,550,Francés,F7 (Los Arcos-Logroño),553473,4707738,Mojón
551,551,Francés,F7 (Los Arcos-Logroño),553463,4707722,Señal Cruce Carretera
552,552,Francés,F7 (Los Arcos-Logroño),553378,4707674,Mojón
553,553,Francés,F7 (Los Arcos-Logroño),553072,4707606,Mojón
554,554,Francés,F7 (Los Arcos-Logroño),552989,4707598,Mojón
555,555,Francés,F7 (Los Arcos-Logroño),552925,4707555,Mojón
556,556,Francés,F7 (Los Arcos-Logroño),552749,4707500,Mojón
557,557,Francés,F7 (Los Arcos-Logroño),552654,4707493,Mojón
558,558,Francés,F7 (Los Arcos-Logroño),552423,4707446,Señal Cruce Carretera
559,559,Francés,F7 (Los Arcos-Logroño),552280,4707421,Mojón
560,560,Francés,F7 (Los Arcos-Logroño),552256,4707421,Señal Cruce Carretera
561,561,Francés,F7 (Los Arcos-Logroño),551069,4706966,Señal Cruce Carretera
562,562,Francés,F7 (Los Arcos-Logroño),551090,4706937,Mojón
563,563,Francés,F7 (Los Arcos-Logroño),551089,4706900,Señal Cruce Carretera
564,564,Francés,F7 (Los Arcos-Logroño),551053,4706799,Mojón
565,565,Francés,F7 (Los Arcos-Logroño),550973,4706776,Mojón
566,566,Francés,F7 (Los Arcos-Logroño),550903,4706741,Mojón
567,567,Francés,F7 (Los Arcos-Logroño),550734,4706486,Mojón
568,568,Francés,F7 (Los Arcos-Logroño),550673,4706273,Mojón
569,569,Francés,F7 (Los Arcos-Logroño),550329,4705434,Mojón
570,570,Francés,F7 (Los Arcos-Logroño),550347,4705324,Mojón
571,571,Francés,F7 (Los Arcos-Logroño),550336,4705247,Flecha Direccional
572,572,Francés,F7 (Los Arcos-Logroño),549253,4704985,Mojón
573,573,Francés,F7 (Los Arcos-Logroño),549183,4705034,Mojón
574,574,Francés,F7 (Los Arcos-Logroño),549027,4704969,Señal Cruce Carretera
575,575,Francés,F7 (Los Arcos-Logroño),548239,4704674,Flecha Direccional
576,576,Francés,F1 (Francia-Orreaga/Roncesvalles),638247,4772646,Panel informativo
577,577,Francés,F3 (Zubiri-Pamplona/Iruña),622281,4754246,Panel informativo
578,578,Aragonés,A2 (Sangüesa/Zangoza-Monreal),640692,4715564,Panel informativo
579,579,Francés,F4 (Pamplona/Iruña-Puente la Reina/Gares),609260,4739806,Panel informativo
580,580,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),596709,4724919,Panel informativo
581,581,Francés,F6 (Estella/Lizarra-Los Arcos),579355,4724153,Panel informativo
582,582,Francés,F6 (Estella/Lizarra-Los Arcos),582741,4723693,Panel informativo
583,583,Francés,F7 (Los Arcos-Logroño),566098,4713393,Panel informativo
584,584,Francés,F7 (Los Arcos-Logroño),551073,4706953,Panel informativo
585,585,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),582531,4723562,Flecha Direccional
586,586,Francés,F4 (Pamplona/Iruña-Puente la Reina/Gares),603011,4732448,Flecha Direccional
587,587,Francés,F6 (Estella/Lizarra-Los Arcos),578670,4723198,Flecha Direccional
588,588,Francés,F1 (Francia-Orreaga/Roncesvalles),639849,4774619,Señal Cruce Carretera
589,589,Francés,F1 (Francia-Orreaga/Roncesvalles),637730,4770462,Señal Cruce Carretera
590,590,Francés,F1 (Francia-Orreaga/Roncesvalles),637972,4769332,Señal Cruce Carretera
591,591,Francés,F1 (Francia-Orreaga/Roncesvalles),636806,4767629,Señal Cruce Carretera
592,592,Francés,F1 (Francia-Orreaga/Roncesvalles),637070,4763206,Señal Cruce Carretera
593,593,Francés,F1 (Francia-Orreaga/Roncesvalles),636184,4761503,Señal Cruce Carretera
594,594,Francés,F1 (Francia-Orreaga/Roncesvalles),631614,4760062,Señal Cruce Carretera
595,595,Francés,F1 (Francia-Orreaga/Roncesvalles),628180,4758412,Señal Cruce Carretera
596,596,Francés,F1 (Francia-Orreaga/Roncesvalles),624866,4755618,Señal Cruce Carretera
597,597,Francés,F1 (Francia-Orreaga/Roncesvalles),616022,4745861,Señal Cruce Carretera
598,598,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),596854,4725139,Señal Cruce Carretera
599,599,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),596818,4724951,Señal Cruce Carretera
600,600,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),582255,4723762,Señal Cruce Carretera
601,601,Francés,F6 (Estella/Lizarra-Los Arcos),577772,4722271,Señal Cruce Carretera
602,602,Francés,F6 (Estella/Lizarra-Los Arcos),577681,4722274,Señal Cruce Carretera
603,603,Francés,F6 (Estella/Lizarra-Los Arcos),576116,4721511,Señal Cruce Carretera
604,604,Francés,A2 (Sangüesa/Zangoza-Monreal),640642,4716420,Señal Cruce Carretera
605,605,Francés,F7 (Los Arcos-Logroño),561122,4712752,Señal Cruce Carretera
606,606,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),593652,4724862,Señal Cruce Carretera
607,607,Francés,F1 (Francia-Orreaga/Roncesvalles),636625,4764733,Señal Cruce Carretera
608,608,Francés,F3 (Zubiri-Pamplona/Iruña),621123,4752260,Señal Cruce Carretera
609,609,Francés,F3 (Zubiri-Pamplona/Iruña),620511,4751777,Señal Cruce Carretera
610,610,Francés,F4 (Pamplona/Iruña-Puente la Reina/Gares),608665,4739043,Señal Cruce Carretera
611,611,Francés,F4 (Pamplona/Iruña-Puente la Reina/Gares),608610,4738952,Señal Cruce Carretera
612,612,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),586260,4725007,Señal Cruce Carretera
613,613,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),586072,4724857,Señal Cruce Carretera
614,614,Francés,F5 (Puente la Reina/Gares-Estella/Lizarra),582136,4724017,Señal Cruce Carretera
615,615,Francés,F6 (Estella/Lizarra-Los Arcos),572854,4718629,Señal Cruce Carretera
616,616,Francés,F6 (Estella/Lizarra-Los Arcos),572805,4718555,Señal Cruce Carretera
617,617,Francés,F6 (Estella/Lizarra-Los Arcos),571918,4717312,Señal Cruce Carretera
618,618,Francés,F6 (Estella/Lizarra-Los Arcos),571871,4717193,Señal Cruce Carretera
619,619,Aragonés,A3 (Monreal-Puente la Reina/Gares),600740,4725884,Señal Cruce Carretera
620,620,Francés,F7 (Los Arcos-Logroño),548313,4704701,Señal Cruce Carretera
621,621,Francés,F1 (Francia-Orreaga/Roncesvalles),639860,4774627,Otros
622,622,Francés,F1 (Francia-Orreaga/Roncesvalles),637978,4769806,Mojón
623,623,Francés,F1 (Francia-Orreaga/Roncesvalles),637879,4769181,Señal Cruce Carretera
624,624,Francés,F1 (Francia-Orreaga/Roncesvalles),636137,4765852,Mojón
625,625,Francés,F1 (Francia-Orreaga/Roncesvalles),636277,4761677,Flecha Direccional
626,626,Francés,F1 (Francia-Orreaga/Roncesvalles),631629,4760061,Flecha Direccional
627,627,Francés,F2 (Orreaga/Roncesvalles-Zubiri),623408,4755380,Mojón
